TIME,O21,O22,PEDAL,THROTTLE,NE,MAP,TA,STFT,LTFT
1559,0.9,0.14,21.57,15.69,1011.5,42,23,0,5.47
1560,0.9,0.14,21.57,15.69,1011.5,42,23,0,5.47
1561,0.9,0.14,21.57,15.69,1011.5,42,23,0,5.47
1562,0.9,0.16,21.96,15.69,1027.25,42,23,0,5.47
1563,0.9,0.16,21.96,15.69,1027.25,43,22,0,5.47
1564,0.9,0.16,21.96,16.08,1046.75,43,22,0,5.47
1565,0.9,0.16,21.96,16.08,1046.75,44,22,0,5.47
1566,0.9,0.16,21.96,16.08,1046.75,44,22,0,5.47
1567,0.88,0.16,21.96,16.08,1089.75,44,22,0,5.47
1568,0.88,0.16,21.96,16.08,1089.75,45,21,0,5.47
1569,0.88,0.16,21.96,16.08,1089.75,45,21,0,5.47
1570,0.88,0.16,21.96,16.08,1152.25,45,21,0,5.47
1571,0.88,0.16,21.96,16.08,1152.25,44,22,0,5.47
1572,0.88,0.16,21.96,16.08,1152.25,44,22,0,5.47
1573,0.86,0.16,21.96,16.08,1214.75,44,22,0,5.47
1574,0.86,0.16,21.96,16.08,1214.75,43,21,0,5.47
1575,0.86,0.16,21.96,16.08,1214.75,43,21,0,5.47
1576,0.86,0.16,21.96,16.08,1265.5,43,21,0,5.47
1577,0.86,0.18,21.96,16.08,1265.5,42,23,0,5.47
1578,0.86,0.18,21.96,16.08,1308.5,42,23,0,5.47
1579,0.82,0.18,21.96,16.08,1308.5,41,24,0,5.47
1580,0.82,0.18,21.96,16.08,1308.5,41,24,0,5.47
1581,0.82,0.18,21.96,16.08,1351.5,40,26,0,5.47
1582,0.82,0.18,21.96,16.08,1351.5,40,26,0,5.47
1583,0.82,0.18,21.96,16.08,1351.5,40,26,0,5.47
1584,0.82,0.18,21.96,16.08,1375,40,26,0,5.47
1585,0.82,0.18,21.96,16.08,1375,39,27,0,5.47
1586,0.82,0.18,21.96,16.08,1375,39,27,0,5.47
1587,0.86,0.2,21.96,16.08,1394.5,38,28,-0.78,5.47
1588,0.86,0.2,21.96,16.08,1394.5,38,28,-0.78,5.47
1589,0.86,0.2,21.96,16.08,1394.5,38,28,-0.78,5.47
1590,0.86,0.2,21.96,16.08,1414,37,29,-0.78,5.47
1591,0.86,0.2,21.96,16.08,1414,37,29,-0.78,5.47
1592,0.86,0.2,21.96,16.08,1414,37,29,-0.78,5.47
1593,0.86,0.22,21.96,16.08,1421.75,36,30,-1.56,5.47
1594,0.86,0.22,21.96,16.08,1421.75,36,30,-1.56,5.47
1595,0.86,0.22,21.96,16.08,1421.75,36,30,-1.56,5.47
1596,0.86,0.22,21.96,16.08,1421.75,36,31,-2.34,5.47
1597,0.86,0.22,21.96,16.08,1421.75,36,31,-2.34,5.47
1598,0.86,0.24,21.96,16.08,1425.75,35,31,-3.12,5.47
1599,0.86,0.24,21.96,16.08,1425.75,35,31,-3.12,5.47
1600,0.86,0.24,21.96,16.08,1425.75,35,31,-3.12,5.47
1601,0.86,0.24,21.96,16.08,1417.75,35,31,-3.12,5.47
1602,0.86,0.24,21.96,16.08,1417.75,35,31,-3.12,5.47
1603,0.86,0.24,21.96,16.08,1417.75,35,31,-3.12,5.47
1604,0.86,0.24,21.96,16.08,1414,35,31,-3.91,5.47
1605,0.86,0.24,21.96,16.08,1414,35,30,-3.91,5.47
1606,0.86,0.24,21.96,16.08,1414,35,30,-3.91,5.47
1607,0.82,0.26,21.96,16.08,1410,35,30,-4.69,5.47
1608,0.82,0.26,21.96,16.08,1410,35,30,-4.69,5.47
1609,0.82,0.26,21.96,16.08,1410,35,30,-4.69,5.47
1610,0.78,0.26,21.96,16.08,1394.5,35,30,-4.69,5.47
1611,0.78,0.26,21.96,16.08,1394.5,35,30,-4.69,5.47
1612,0.78,0.26,21.96,16.08,1390.5,35,30,-4.69,5.47
1613,0.74,0.26,21.96,16.08,1390.5,35,30,-5.47,5.47
1614,0.74,0.26,21.96,16.08,1390.5,35,30,-5.47,5.47
1615,0.64,0.26,21.96,16.08,1382.75,35,30,-6.25,5.47
1616,0.64,0.28,21.96,16.08,1382.75,35,30,-6.25,5.47
1617,0.64,0.28,21.96,16.08,1382.75,35,30,-6.25,5.47
1618,0.64,0.28,21.96,16.08,1378.75,35,30,-5.47,5.47
1619,0.64,0.28,21.96,16.08,1378.75,36,29,-5.47,5.47
1620,0.38,0.28,21.96,16.08,1371,36,29,-4.69,5.47
1621,0.8,0.28,21.96,16.08,1371,36,28,-3.91,5.47
1622,0.8,0.28,21.96,16.08,1371,36,28,-3.91,5.47
1623,0.82,0.28,21.96,16.08,1371,36,29,-4.69,5.47
1624,0.82,0.28,21.96,16.08,1371,36,29,-4.69,5.47
1625,0.82,0.28,21.96,16.08,1371,36,29,-4.69,5.47
1626,0.78,0.3,21.96,16.08,1367,36,29,-5.47,5.47
1627,0.78,0.3,21.96,16.08,1367,36,29,-5.47,5.47
1628,0.78,0.3,21.96,16.08,1367,36,29,-5.47,5.47
1629,0.74,0.3,21.96,16.08,1367,36,29,-5.47,5.47
1630,0.74,0.3,21.96,16.08,1367,36,29,-5.47,5.47
1631,0.68,0.3,21.96,16.08,1371,36,28,-6.25,5.47
1632,0.68,0.3,21.96,16.08,1371,36,28,-6.25,5.47
1633,0.68,0.3,21.96,16.08,1371,36,28,-6.25,5.47
1634,0.48,0.32,21.96,16.08,1371,36,28,-6.25,5.47
1635,0.48,0.32,21.96,16.08,1371,36,28,-6.25,5.47
1636,0.48,0.32,21.96,16.08,1367,36,28,-4.69,5.47
1637,0.48,0.32,21.96,16.08,1367,36,28,-4.69,5.47
1638,0.78,0.32,21.96,16.08,1371,36,28,-4.69,5.47
1639,0.78,0.32,21.96,16.08,1371,36,28,-4.69,5.47
1640,0.8,0.32,21.96,16.08,1378.75,36,28,-5.47,5.47
1641,0.8,0.32,21.96,16.08,1378.75,36,29,-5.47,5.47
1642,0.78,0.34,21.96,15.69,1375,36,29,-6.25,5.47
1643,0.78,0.34,21.96,15.69,1375,36,29,-6.25,5.47
1644,0.74,0.34,21.96,15.69,1371,35,30,-6.25,5.47
1645,0.74,0.34,21.96,15.69,1371,35,30,-6.25,5.47
1646,0.74,0.34,21.96,15.69,1371,35,30,-6.25,5.47
1647,0.76,0.36,21.96,15.69,1367,35,29,-7.03,5.47
1648,0.76,0.36,21.96,15.69,1367,35,29,-7.03,5.47
1649,0.76,0.36,21.96,15.69,1367,35,29,-7.03,5.47
1650,0.74,0.36,21.96,15.69,1355.25,35,29,-7.81,5.47
1651,0.74,0.36,21.96,15.69,1355.25,35,29,-7.81,5.47
1652,0.68,0.4,21.96,15.69,1335.75,35,29,-7.81,5.47
1653,0.68,0.4,21.96,15.69,1335.75,35,29,-7.81,5.47
1654,0.68,0.4,21.96,15.69,1335.75,35,29,-7.81,5.47
1655,0.36,0.4,21.96,15.69,1324,35,29,-7.03,5.47
1656,0.36,0.4,21.96,15.69,1324,35,28,-7.03,5.47
1657,0.36,0.4,21.96,15.69,1324,35,28,-7.03,5.47
1658,0.14,0.44,21.96,15.69,1316.25,35,28,-6.25,5.47
1659,0.14,0.44,21.96,15.69,1316.25,35,28,-6.25,5.47
1660,0.14,0.44,21.96,15.69,1316.25,35,28,-6.25,5.47
1661,0.4,0.48,21.96,15.69,1304.5,36,27,-5.47,5.47
1662,0.4,0.48,21.96,15.69,1304.5,36,27,-5.47,5.47
1663,0.4,0.48,21.96,15.69,1304.5,36,27,-5.47,5.47
1664,0.76,0.52,21.96,15.69,1300.75,36,27,-4.69,5.47
1665,0.76,0.52,21.96,15.69,1300.75,36,27,-4.69,5.47
1666,0.78,0.58,21.96,15.69,1289,36,27,-0.78,5.47
1667,0.78,0.58,21.96,15.69,1289,36,27,-0.78,5.47
1668,0.78,0.58,21.96,15.69,1289,36,27,-0.78,5.47
1669,0.76,0.66,21.96,15.69,1281.25,36,27,-1.56,5.47
1670,0.6,0.7,21.96,15.69,1277.25,36,27,-1.56,5.47
1671,0.6,0.7,21.96,15.69,1277.25,36,27,-1.56,5.47
1672,0.1,0.72,21.96,15.69,1273.25,37,26,-1.56,5.47
1673,0.08,0.72,21.96,15.69,1273.25,37,26,-0.78,5.47
1674,0.08,0.72,21.96,15.69,1273.25,37,26,-0.78,5.47
1675,0.1,0.72,21.96,15.69,1273.25,37,26,0,5.47
1676,0.1,0.72,21.96,15.69,1273.25,37,26,0,5.47
1677,0.1,0.72,21.96,15.69,1273.25,37,26,0,5.47
1678,0.16,0.72,21.96,15.69,1269.5,37,26,0.78,5.47
1679,0.16,0.74,21.96,15.69,1269.5,37,25,0.78,5.47
1680,0.16,0.74,21.96,15.69,1269.5,37,25,0.78,5.47
1681,0.2,0.74,21.96,15.69,1269.5,37,25,1.56,5.47
1682,0.2,0.74,21.96,15.69,1269.5,37,25,1.56,5.47
1683,0.2,0.74,21.96,15.69,1269.5,37,25,1.56,5.47
1684,0.62,0.74,21.96,15.69,1273.25,37,25,2.34,5.47
1685,0.62,0.74,21.96,15.69,1273.25,37,25,2.34,5.47
1686,0.62,0.74,21.96,15.69,1273.25,37,25,2.34,5.47
1687,0.76,0.74,21.96,15.69,1273.25,37,25,2.34,5.47
1688,0.76,0.74,21.96,15.69,1273.25,37,25,2.34,5.47
1689,0.76,0.76,21.96,15.69,1273.25,37,25,2.34,5.47
1690,0.76,0.76,21.96,15.69,1273.25,37,25,2.34,5.47
1691,0.76,0.76,21.96,15.69,1273.25,37,25,2.34,5.47
1692,0.6,0.76,22.35,15.69,1277.25,37,25,1.56,5.47
1693,0.6,0.76,22.35,15.69,1277.25,37,25,1.56,5.47
1694,0.6,0.76,22.35,15.69,1277.25,37,25,1.56,5.47
1695,0.1,0.76,22.75,16.08,1277.25,38,25,1.56,5.47
1696,0.1,0.76,22.75,16.08,1277.25,38,25,1.56,5.47
1697,0.1,0.76,22.75,16.08,1277.25,38,25,1.56,5.47
1698,0.08,0.76,22.75,16.47,1289,38,25,2.34,5.47
1699,0.08,0.76,22.75,16.47,1289,39,25,2.34,5.47
1700,0.08,0.76,22.75,16.47,1304.5,39,25,3.12,5.47
1701,0.08,0.76,22.75,16.47,1304.5,39,26,3.12,5.47
1702,0.08,0.76,22.75,16.47,1304.5,39,26,3.12,5.47
1703,0.1,0.78,22.75,16.47,1332,40,26,3.91,5.47
1704,0.1,0.78,22.75,16.47,1332,40,26,3.91,5.47
1705,0.1,0.78,22.75,16.47,1332,40,26,3.91,5.47
1706,0.1,0.78,22.75,16.47,1359.25,40,27,4.69,5.47
1707,0.1,0.78,22.75,16.47,1359.25,40,27,4.69,5.47
1708,0.1,0.78,22.75,16.47,1359.25,40,27,4.69,5.47
1709,0.58,0.78,22.75,16.47,1398.25,39,28,5.47,5.47
1710,0.58,0.78,22.75,16.47,1398.25,39,28,5.47,5.47
1711,0.58,0.78,22.75,16.47,1398.25,39,28,5.47,5.47
1712,0.8,0.78,22.75,16.47,1429.5,39,29,5.47,5.47
1713,0.8,0.78,22.75,16.47,1429.5,39,29,5.47,5.47
1714,0.82,0.78,22.75,16.08,1464.75,39,29,5.47,5.47
1715,0.82,0.78,22.75,16.08,1464.75,39,30,5.47,5.47
1716,0.82,0.78,22.75,16.08,1464.75,39,30,5.47,5.47
1717,0.82,0.78,22.75,16.08,1484.25,36,32,4.69,5.47
1718,0.82,0.78,22.75,16.08,1484.25,36,32,4.69,5.47
1719,0.82,0.78,22.75,16.08,1484.25,36,32,4.69,5.47
1720,0.8,0.8,22.75,16.47,1496,35,33,3.91,5.47
1721,0.8,0.8,22.75,16.47,1496,35,33,3.91,5.47
1722,0.8,0.8,22.75,16.47,1496,35,33,3.91,5.47
1723,0.78,0.8,22.75,16.47,1507.75,34,32,3.12,5.47
1724,0.78,0.8,22.75,16.47,1507.75,34,32,3.12,5.47
1725,0.78,0.8,22.75,16.47,1507.75,34,32,3.12,5.47
1726,0.72,0.8,22.75,16.47,1507.75,34,33,3.12,5.47
1727,0.72,0.8,22.75,16.47,1507.75,34,33,3.12,5.47
1728,0.22,0.8,22.75,16.47,1507.75,34,33,2.34,5.47
1729,0.22,0.8,22.75,16.47,1507.75,34,33,2.34,5.47
1730,0.22,0.8,22.75,16.47,1507.75,34,33,2.34,5.47
1731,0.08,0.8,22.75,16.08,1503.75,34,33,3.12,5.47
1732,0.08,0.8,22.75,16.08,1503.75,33,33,3.12,5.47
1733,0.08,0.8,22.75,16.08,1503.75,33,33,3.12,5.47
1734,0.08,0.8,22.75,16.08,1496,33,33,3.91,5.47
1735,0.08,0.8,22.75,16.08,1496,33,33,3.91,5.47
1736,0.08,0.8,22.75,16.08,1496,33,33,3.91,5.47
1737,0.1,0.8,22.75,16.08,1496,33,33,4.69,5.47
1738,0.1,0.8,22.75,16.08,1496,33,33,4.69,5.47
1739,0.1,0.8,22.75,16.08,1496,33,33,4.69,5.47
1740,0.14,0.8,22.75,16.08,1496,33,33,5.47,5.47
1741,0.14,0.8,22.75,16.08,1496,33,33,5.47,5.47
1742,0.16,0.8,22.75,16.47,1488.25,33,33,7.03,5.47
1743,0.16,0.8,22.75,16.47,1488.25,33,33,7.03,5.47
1744,0.16,0.8,22.75,16.47,1488.25,33,33,7.03,5.47
1745,0.16,0.8,22.75,16.08,1492,33,33,7.81,5.47
1746,0.16,0.8,22.75,16.08,1492,33,33,7.81,5.47
1747,0.16,0.8,22.75,16.08,1492,33,33,7.81,5.47
1748,0.76,0.8,22.75,16.08,1488.25,34,33,4.69,5.47
1749,0.76,0.8,22.75,16.08,1488.25,34,33,4.69,5.47
1750,0.76,0.8,22.75,16.47,1488.25,34,33,4.69,5.47
1751,0.76,0.8,22.75,16.47,1488.25,34,33,4.69,5.47
1752,0.76,0.8,22.75,16.47,1488.25,34,33,4.69,5.47
1753,0.58,0.8,22.75,16.08,1484.25,34,33,3.91,5.47
1754,0.58,0.8,22.75,16.08,1484.25,34,33,3.91,5.47
1755,0.12,0.8,22.75,16.08,1488.25,34,33,3.12,5.47
1756,0.12,0.8,22.75,16.08,1488.25,34,33,3.12,5.47
1757,0.1,0.8,22.75,16.08,1484.25,34,33,4.69,5.47
1758,0.1,0.8,22.75,16.08,1484.25,34,33,4.69,5.47
1759,0.16,0.8,22.75,16.47,1488.25,34,33,5.47,5.47
1760,0.16,0.8,22.75,16.47,1488.25,34,33,5.47,5.47
1761,0.68,0.8,22.75,16.47,1484.25,34,33,6.25,5.47
1762,0.68,0.8,22.75,16.47,1484.25,34,33,6.25,5.47
1763,0.78,0.8,22.75,16.47,1488.25,34,33,6.25,5.47
1764,0.78,0.8,22.75,16.47,1488.25,34,33,6.25,5.47
1765,0.78,0.8,22.75,16.47,1488.25,34,33,6.25,5.47
1766,0.78,0.8,22.75,16.08,1484.25,34,33,5.47,5.47
1767,0.78,0.8,22.75,16.08,1484.25,34,33,5.47,5.47
1768,0.78,0.8,22.75,16.08,1484.25,34,33,5.47,5.47
1769,0.7,0.8,22.75,16.08,1488.25,34,33,4.69,5.47
1770,0.7,0.8,22.75,16.08,1488.25,34,33,4.69,5.47
1771,0.7,0.8,22.75,16.08,1488.25,34,33,4.69,5.47
1772,0.2,0.82,22.75,16.47,1480.25,34,33,3.91,5.47
1773,0.2,0.82,22.75,16.47,1480.25,34,33,3.91,5.47
1774,0.2,0.82,22.75,16.47,1488.25,34,33,3.91,5.47
1775,0.08,0.82,22.75,16.47,1488.25,34,33,4.69,5.47
1776,0.08,0.8,22.75,16.47,1488.25,34,33,4.69,5.47
1777,0.12,0.8,22.75,16.47,1484.25,34,33,6.25,5.47
1778,0.12,0.8,22.75,16.47,1484.25,34,33,6.25,5.47
1779,0.12,0.8,22.75,16.47,1484.25,34,33,6.25,5.47
1780,0.78,0.8,22.75,16.08,1492,34,33,6.25,5.47
1781,0.78,0.8,22.75,16.08,1492,34,33,6.25,5.47
1782,0.78,0.8,22.75,16.08,1492,34,33,6.25,5.47
1783,0.78,0.8,22.75,16.47,1488.25,34,33,6.25,5.47
1784,0.78,0.8,22.75,16.47,1488.25,34,33,6.25,5.47
1785,0.78,0.8,22.75,16.47,1488.25,34,33,6.25,5.47
1786,0.74,0.8,22.75,16.47,1492,34,33,5.47,5.47
1787,0.74,0.8,22.75,16.47,1492,34,33,5.47,5.47
1788,0.74,0.8,22.75,16.47,1488.25,34,33,4.69,5.47
1789,0.74,0.82,22.75,16.47,1488.25,34,33,4.69,5.47
1790,0.74,0.82,22.75,16.47,1488.25,34,33,4.69,5.47
1791,0.14,0.8,22.75,16.47,1492,34,33,3.91,5.47
1792,0.14,0.8,22.75,16.47,1492,34,33,3.91,5.47
1793,0.14,0.8,22.75,16.47,1492,34,33,3.91,5.47
1794,0.1,0.8,22.75,16.08,1492,34,33,5.47,5.47
1795,0.1,0.8,22.75,16.08,1492,34,33,5.47,5.47
1796,0.12,0.8,22.75,16.08,1492,34,33,6.25,5.47
1797,0.12,0.8,22.75,16.08,1492,34,33,6.25,5.47
1798,0.12,0.8,22.75,16.08,1492,34,33,6.25,5.47
1799,0.22,0.8,22.75,16.08,1496,34,33,7.03,5.47
1800,0.22,0.8,22.75,16.08,1496,34,33,7.03,5.47
1801,0.22,0.8,22.75,16.08,1496,34,33,7.03,5.47
1802,0.78,0.8,22.75,16.08,1492,33,33,3.12,5.47
1803,0.78,0.8,22.75,16.08,1492,33,33,3.12,5.47
1804,0.78,0.8,22.75,16.08,1492,33,33,3.12,5.47
1805,0.78,0.8,22.75,16.47,1500,34,33,3.12,5.47
1806,0.78,0.8,22.75,16.47,1500,34,33,3.12,5.47
1807,0.78,0.8,22.75,16.47,1500,34,33,3.12,5.47
1808,0.76,0.8,22.75,16.08,1496,33,33,2.34,5.47
1809,0.76,0.8,22.75,16.08,1496,33,33,2.34,5.47
1810,0.76,0.8,22.75,16.47,1500,33,33,2.34,5.47
1811,0.7,0.8,22.75,16.47,1500,33,33,2.34,5.47
1812,0.7,0.8,22.75,16.47,1500,33,33,2.34,5.47
1813,0.46,0.8,22.75,16.47,1496,33,33,0.78,5.47
1814,0.46,0.8,22.75,16.47,1496,33,33,0.78,5.47
1815,0.46,0.8,22.75,16.47,1496,33,33,0.78,5.47
1816,0.18,0.8,22.75,16.47,1500,33,33,0,5.47
1817,0.18,0.8,22.75,16.47,1500,33,33,0,5.47
1818,0.18,0.8,22.75,16.47,1500,33,33,0,5.47
1819,0.1,0.8,22.75,16.47,1500,33,33,1.56,5.47
1820,0.1,0.8,22.75,16.47,1500,33,33,1.56,5.47
1821,0.1,0.8,22.75,16.47,1500,33,33,1.56,5.47
1822,0.16,0.8,22.75,16.47,1503.75,33,33,2.34,5.47
1823,0.16,0.8,22.75,16.47,1503.75,33,33,2.34,5.47
1824,0.16,0.8,22.75,16.47,1503.75,33,33,2.34,5.47
1825,0.78,0.8,22.75,16.47,1500,33,33,3.12,5.47
1826,0.78,0.8,22.75,16.47,1500,33,33,3.12,5.47
1827,0.78,0.8,22.75,16.47,1500,33,33,3.12,5.47
1828,0.78,0.8,22.75,16.47,1503.75,34,33,2.34,5.47
1829,0.78,0.8,22.75,16.47,1503.75,34,33,2.34,5.47
1830,0.74,0.8,22.75,16.47,1500,34,33,1.56,5.47
1831,0.74,0.8,22.75,16.47,1500,34,33,1.56,5.47
1832,0.74,0.8,22.75,16.47,1500,34,33,1.56,5.47
1833,0.52,0.8,22.75,16.47,1503.75,34,33,0.78,5.47
1834,0.52,0.8,22.75,16.47,1503.75,34,33,0.78,5.47
1835,0.52,0.8,22.75,16.47,1503.75,34,33,0.78,5.47
1836,0.1,0.8,22.75,16.47,1507.75,34,33,0.78,5.47
1837,0.1,0.8,22.75,16.47,1507.75,34,33,0.78,5.47
1838,0.1,0.8,22.75,16.47,1507.75,34,33,0.78,5.47
1839,0.1,0.8,22.75,16.47,1507.75,34,33,1.56,5.47
1840,0.1,0.8,22.75,16.47,1507.75,34,33,1.56,5.47
1841,0.1,0.8,22.75,16.47,1507.75,34,33,1.56,5.47
1842,0.14,0.8,22.75,16.47,1515.5,34,33,2.34,5.47
1843,0.14,0.8,22.75,16.47,1515.5,34,33,2.34,5.47
1844,0.14,0.8,22.75,16.47,1515.5,34,33,3.12,5.47
1845,0.74,0.8,22.75,16.47,1515.5,34,33,3.12,5.47
1846,0.74,0.8,22.75,16.47,1515.5,34,33,3.12,5.47
1847,0.8,0.8,22.75,16.47,1523.25,33,34,3.12,5.47
1848,0.8,0.8,22.75,16.47,1523.25,33,34,3.12,5.47
1849,0.8,0.8,22.75,16.47,1523.25,33,34,3.12,5.47
1850,0.74,0.8,22.75,16.47,1519.5,33,34,2.34,5.47
1851,0.74,0.8,22.75,16.47,1519.5,33,34,2.34,5.47
1852,0.74,0.8,22.75,16.47,1519.5,33,34,2.34,5.47
1853,0.5,0.8,22.75,16.47,1523.25,33,34,1.56,5.47
1854,0.5,0.8,22.75,16.47,1523.25,33,34,1.56,5.47
1855,0.5,0.8,22.75,16.47,1523.25,33,34,1.56,5.47
1856,0.12,0.8,22.75,16.47,1523.25,33,34,0.78,5.47
1857,0.12,0.8,22.75,16.47,1523.25,33,34,0.78,5.47
1858,0.1,0.8,22.75,16.47,1527.25,33,34,2.34,5.47
1859,0.1,0.8,22.75,16.47,1527.25,33,34,2.34,5.47
1860,0.1,0.8,22.75,16.47,1527.25,33,34,2.34,5.47
1861,0.16,0.8,22.75,16.47,1523.25,33,34,3.12,5.47
1862,0.16,0.8,22.75,16.47,1523.25,33,34,3.12,5.47
1863,0.16,0.8,22.75,16.47,1523.25,33,34,3.12,5.47
1864,0.74,0.8,22.75,16.47,1531.25,33,34,3.91,5.47
1865,0.74,0.8,22.75,16.47,1531.25,33,34,3.91,5.47
1866,0.74,0.8,22.75,16.47,1531.25,33,34,3.91,5.47
1867,0.8,0.8,22.75,16.47,1531.25,33,34,1.56,5.47
1868,0.8,0.8,22.75,16.47,1531.25,33,34,1.56,5.47
1869,0.8,0.8,22.75,16.47,1531.25,33,34,1.56,5.47
1870,0.76,0.8,22.75,16.47,1527.25,33,34,0.78,5.47
1871,0.76,0.8,22.75,16.47,1527.25,33,34,0.78,5.47
1872,0.76,0.8,22.75,16.47,1531.25,33,34,0.78,5.47
1873,0.64,0.8,22.75,16.47,1531.25,33,34,0.78,5.47
1874,0.64,0.8,22.75,16.47,1531.25,33,34,0.78,5.47
1875,0.64,0.8,22.75,16.47,1531.25,33,34,0.78,5.47
1876,0.64,0.8,22.75,16.47,1527.25,33,34,0.78,5.47
1877,0.12,0.8,22.75,16.47,1527.25,33,34,0.78,5.47
1878,0.12,0.8,22.75,16.47,1527.25,33,34,0.78,5.47
1879,0.24,0.8,22.75,16.47,1531.25,33,34,1.56,5.47
1880,0.24,0.8,22.75,16.47,1531.25,33,34,1.56,5.47
1881,0.24,0.8,22.75,16.47,1531.25,33,34,1.56,5.47
1882,0.74,0.8,22.75,16.47,1531.25,33,34,2.34,5.47
1883,0.74,0.8,22.75,16.47,1531.25,33,34,2.34,5.47
1884,0.74,0.8,22.75,16.47,1531.25,33,34,2.34,5.47
1885,0.78,0.8,22.75,16.47,1535,33,34,1.56,5.47
1886,0.78,0.8,22.75,16.47,1535,33,34,1.56,5.47
1887,0.78,0.8,22.75,16.47,1535,33,34,1.56,5.47
1888,0.76,0.8,22.75,16.47,1531.25,33,34,0.78,5.47
1889,0.76,0.8,22.75,16.47,1531.25,33,34,0.78,5.47
1890,0.76,0.8,22.75,16.47,1535,33,34,0,5.47
1891,0.76,0.8,22.75,16.47,1535,33,34,0,5.47
1892,0.76,0.8,22.75,16.47,1535,33,34,0,5.47
1893,0.26,0.8,22.75,16.47,1531.25,33,34,0,5.47
1894,0.26,0.8,22.75,16.47,1531.25,33,34,0,5.47
1895,0.26,0.8,22.75,16.47,1531.25,33,34,0,5.47
1896,0.12,0.8,22.75,16.47,1531.25,33,34,0.78,5.47
1897,0.12,0.8,22.75,16.47,1531.25,33,34,0.78,5.47
1898,0.12,0.8,22.75,16.47,1531.25,33,34,0.78,5.47
1899,0.18,0.8,22.75,16.47,1535,33,34,1.56,5.47
1900,0.18,0.8,22.75,16.47,1535,33,34,1.56,5.47
1901,0.76,0.8,22.75,16.47,1527.25,33,34,2.34,5.47
1902,0.76,0.8,22.75,16.47,1527.25,33,34,2.34,5.47
1903,0.76,0.8,22.75,16.47,1527.25,33,34,2.34,5.47
1904,0.78,0.8,22.75,16.47,1535,33,34,1.56,5.47
1905,0.78,0.8,22.75,16.47,1535,33,34,1.56,5.47
1906,0.78,0.8,22.75,16.47,1535,33,34,1.56,5.47
1907,0.76,0.8,22.75,16.47,1531.25,33,34,0.78,5.47
1908,0.76,0.8,22.75,16.47,1531.25,33,34,0.78,5.47
1909,0.56,0.8,22.75,16.47,1531.25,33,34,0.78,5.47
1910,0.56,0.8,22.75,16.47,1531.25,33,34,0.78,5.47
1911,0.56,0.8,22.75,16.47,1531.25,33,34,0.78,5.47
1912,0.12,0.8,22.75,16.47,1527.25,33,34,0,5.47
1913,0.12,0.8,22.75,16.47,1527.25,33,34,0,5.47
1914,0.12,0.8,22.75,16.47,1527.25,33,34,0,5.47
1915,0.12,0.8,22.75,16.47,1531.25,33,34,0.78,5.47
1916,0.12,0.8,22.75,16.47,1531.25,33,34,0.78,5.47
1917,0.12,0.8,22.75,16.47,1531.25,33,34,0.78,5.47
1918,0.46,0.8,22.75,16.47,1527.25,33,34,2.34,5.47
1919,0.46,0.8,22.75,16.47,1527.25,33,34,2.34,5.47
1920,0.46,0.8,22.75,16.47,1527.25,33,34,2.34,5.47
1921,0.8,0.8,22.75,16.47,1535,33,34,1.56,5.47
1922,0.8,0.8,22.75,16.47,1535,33,34,1.56,5.47
1923,0.78,0.8,22.75,16.47,1531.25,33,34,0.78,5.47
1924,0.78,0.8,22.75,16.47,1531.25,33,34,0.78,5.47
1925,0.78,0.8,22.75,16.47,1531.25,33,34,0.78,5.47
1926,0.74,0.8,22.75,16.47,1531.25,33,34,0,5.47
1927,0.74,0.8,22.75,16.47,1531.25,33,34,0,5.47
1928,0.74,0.8,22.75,16.47,1531.25,33,34,0,5.47
1929,0.7,0.8,22.75,16.47,1535,33,34,-0.78,5.47
1930,0.7,0.8,22.75,16.47,1535,33,34,-0.78,5.47
1931,0.7,0.8,22.75,16.47,1535,33,34,-0.78,5.47
1932,0.16,0.8,22.75,16.47,1527.25,33,34,-1.56,5.47
1933,0.16,0.8,22.75,16.47,1527.25,33,34,-1.56,5.47
1934,0.16,0.8,22.75,16.47,1531.25,33,34,-0.78,5.47
1935,0.1,0.8,22.75,16.47,1531.25,33,34,-0.78,5.47
1936,0.1,0.8,22.75,16.47,1531.25,33,34,-0.78,5.47
1937,0.2,0.8,22.75,16.47,1523.25,33,34,0.78,5.47
1938,0.2,0.8,22.75,16.47,1523.25,33,34,0.78,5.47
1939,0.2,0.8,22.75,16.47,1523.25,33,34,0.78,5.47
1940,0.72,0.8,22.75,16.47,1527.25,33,34,1.56,5.47
1941,0.72,0.8,22.75,16.47,1527.25,33,34,1.56,5.47
1942,0.72,0.8,22.75,16.47,1527.25,33,34,1.56,5.47
1943,0.78,0.78,22.75,16.47,1527.25,33,34,0.78,5.47
1944,0.78,0.78,22.75,16.47,1527.25,33,34,0.78,5.47
1945,0.78,0.8,22.75,16.47,1531.25,33,34,0.78,5.47
1946,0.78,0.8,22.75,16.47,1531.25,33,34,0.78,5.47
1947,0.78,0.8,22.75,16.47,1531.25,33,34,0.78,5.47
1948,0.7,0.8,22.75,16.47,1527.25,33,34,0,5.47
1949,0.7,0.8,22.75,16.47,1527.25,33,34,0,5.47
1950,0.7,0.8,22.75,16.47,1527.25,33,34,0,5.47
1951,0.34,0.8,22.75,16.47,1527.25,33,34,-0.78,5.47
1952,0.34,0.8,22.75,16.47,1527.25,33,34,-0.78,5.47
